airfoil_10_update
     1.000000   -0.000059
     0.993451    0.001274
     0.982235    0.003517
     0.969388    0.006025
     0.955102    0.008772
     0.939763    0.011705
     0.923750    0.014748
     0.907356    0.017842
     0.890769    0.020958
     0.874106    0.024066
     0.857414    0.027154
     0.840741    0.030212
     0.824116    0.033223
     0.807548    0.036175
     0.791036    0.039057
     0.774576    0.041860
     0.758150    0.044577
     0.741745    0.047209
     0.725352    0.049754
     0.708973    0.052210
     0.692599    0.054575
     0.676241    0.056848
     0.659903    0.059024
     0.643595    0.061096
     0.627312    0.063058
     0.611035    0.064903
     0.594745    0.066636
     0.578440    0.068261
     0.562115    0.069779
     0.545783    0.071194
     0.529455    0.072503
     0.513150    0.073701
     0.496862    0.074782
     0.480597    0.075745
     0.464358    0.076585
     0.448139    0.077298
     0.431947    0.077883
     0.415781    0.078335
     0.399652    0.078655
     0.383575    0.078835
     0.367549    0.078866
     0.351577    0.078742
     0.335645    0.078456
     0.319742    0.078005
     0.303861    0.077388
     0.287997    0.076607
     0.272169    0.075664
     0.256389    0.074557
     0.240676    0.073282
     0.225044    0.071835
     0.209511    0.070211
     0.194095    0.068403
     0.178816    0.066412
     0.163728    0.064240
     0.148905    0.061895
     0.134466    0.059392
     0.120561    0.056748
     0.107364    0.053982
     0.095025    0.051110
     0.083670    0.048162
     0.073369    0.045169
     0.064147    0.042187
     0.055991    0.039276
     0.048843    0.036480
     0.042606    0.033815
     0.037169    0.031284
     0.032423    0.028873
     0.028269    0.026567
     0.024622    0.024346
     0.021411    0.022195
     0.018583    0.020097
     0.016093    0.018037
     0.013908    0.016003
     0.012005    0.013987
     0.010364    0.011983
     0.008974    0.009987
     0.007839    0.007993
     0.006952    0.006005
     0.006296    0.004040
     0.005844    0.002113
     0.005571    0.000237
     0.005536   -0.001589
     0.005708   -0.003424
     0.006401   -0.005139
     0.007738   -0.006607
     0.009203   -0.008077
     0.010834   -0.009540
     0.012686   -0.010932
     0.014759   -0.012260
     0.017055   -0.013535
     0.019593   -0.014750
     0.022396   -0.015899
     0.025491   -0.016976
     0.028916   -0.017971
     0.032715   -0.018870
     0.036944   -0.019657
     0.041676   -0.020312
     0.047000   -0.020808
     0.053031   -0.021116
     0.059917   -0.021204
     0.067845   -0.021038
     0.077027   -0.020598
     0.087643   -0.019879
     0.099783   -0.018893
     0.113363   -0.017670
     0.128130   -0.016243
     0.143780   -0.014655
     0.160048   -0.012958
     0.176695   -0.011204
     0.193529   -0.009432
     0.210452   -0.007667
     0.227413   -0.005914
     0.244369   -0.004177
     0.261285   -0.002469
     0.278149   -0.000797
     0.294949    0.000826
     0.311677    0.002393
     0.328332    0.003886
     0.344947    0.005290
     0.361575    0.006610
     0.378252    0.007859
     0.394973    0.009048
     0.411721    0.010183
     0.428473    0.011264
     0.445212    0.012283
     0.461958    0.013238
     0.478712    0.014133
     0.495462    0.014968
     0.512205    0.015741
     0.528943    0.016448
     0.545690    0.017092
     0.562427    0.017677
     0.579134    0.018199
     0.595792    0.018652
     0.612394    0.019028
     0.628927    0.019315
     0.645416    0.019496
     0.661915    0.019569
     0.678460    0.019546
     0.695038    0.019442
     0.711626    0.019257
     0.728206    0.018992
     0.744761    0.018648
     0.761261    0.018221
     0.777688    0.017699
     0.794053    0.017066
     0.810387    0.016314
     0.826726    0.015441
     0.843085    0.014454
     0.859475    0.013359
     0.875861    0.012174
     0.892206    0.010901
     0.908432    0.009552
     0.924419    0.008129
     0.940067    0.006608
     0.955185    0.005070
     0.969326    0.003567
     0.982135    0.002125
     0.993388    0.000778
     1.000000   -0.000059
